item_name,group,subcategory,url,path,description,scrape_status,location,loc_status
Soul of Smough,ITEMS,Souls,https://darksouls.wiki.fextralife.com/Soul+of+Smough,/Soul+of+Smough,"Soul of Smough the Executioner, who guards the cathedral in the forsaken city of Anor Londo. Special beings have special souls. Use the soul of this eerily gleeful executioner to acquire a huge amount of souls, or to create a unique weapon.",ok_blockquote,[1] - Obtained by killing Executioner Smough last.,ok_loc_list
Soul of a Brave Warrior,ITEMS,Souls,https://darksouls.wiki.fextralife.com/Soul+of+a+Brave+Warrior,/Soul+of+a+Brave+Warrior,"Soul of a brave Undead warrior who has long ago gone Hollow. Use to acquire a large amount of souls.Souls are the source of all life, and whether Undead, or even Hollow, one continues to seek them.",ok_blockquote,[1] - Video Location Timestamp 0:10. [2] - Video Location Timestamp 1:51. [3] - Video Location Timestamp 10:44. [4] - Video Location Timestamp 15:07. [5] - Video Location Timestamp 16:07. [6] - Video Location Timestamp 1:46. [7] - Video Location Timestamp 19:28. [8] - Video Location Timestamp 4:57. [9] - Video Location Timestamp 15:34. [10] - Video Location Timestamp 20:58. [11] - Video Location Timestamp 12:44. [12] - Video Location Timestamp 13:57. [13] - Video Location Timestamp 10:38. [14] - Video Location Timestamp 12:28. [15] - Video Location Timestamp 14:43. [16] - Video Location Timestamp 27:54. [17] - Video Location Timestamp 2:12. [18] - Video Location Timestamp 18:39.,ok_loc_list
Soul of a Great Hero,ITEMS,Souls,https://darksouls.wiki.fextralife.com/Soul+of+a+Great+Hero,/Soul+of+a+Great+Hero,"Great soul of a hero of legend who has long ago gone Hollow. Use to acquire an incredible amount of souls.Souls are the source of all life, and whether Undead, or even Hollow, one continues to seek them.",ok_blockquote,"[1] - Lost Izalith: After the Centipede Demon, equip the ring it drops and cross the lava with the giant creatures. You will find one inside the first temple in the middle of the lava, in a chest. [2] - The Duke's Archives: After you kill Seath The Scaleless, go back to the place you first fought him and go up some stairs and there will be a corpse.",ok_loc_list
Soul of a Hero,ITEMS,Souls,https://darksouls.wiki.fextralife.com/Soul+of+a+Hero,/Soul+of+a+Hero,"Soul of a hero of legend who has long ago gone Hollow. Use to acquire a large amount of souls.Souls are the source of all life, and whether Undead, or even Hollow, one continues to seek them.",ok_blockquote,"[1] - Sen's Fortress: Inside a hanging cage beside Big Hat Logan. [2] - Anor Londo: Guarded by the second of the infamous Silver Knight archers. [3] - Anor Londo: Balcony above the Titanite Demon, guarded by a Silver Knight. [4] - Crystal Cave: In front of the Moonlight Butterfly right after crossing the last invisible bridge. [5] - Tomb of Giants: There's two in the last area before the entrance to Nito. [6] - Lost Izalith: On a ledge above the underpass, close to the Rare Ring of Sacrifice. [7] - Video Location Timestamp 16:44. [8] - Video Location Timestamp 1:46. [9] - Video Location Timestamp 19:28. [10] - Video Location Timestamp 9:31. [11] - Video Location Timestamp 13:55. [12] - Video Location Timestamp 5:16.",ok_loc_list
Soul of a Lost Undead,ITEMS,Souls,https://darksouls.wiki.fextralife.com/Soul+of+a+Lost+Undead,/Soul+of+a+Lost+Undead,"Soul of a lost Undead who has long ago gone Hollow. Use to acquire souls. Souls are the source of all life, and whether Undead, or even Hollow, one continues to seek them",ok_blockquote,[1] - Drops from Corpse Wielder Infested Ghoul (20% chance - Blighttown). [2] - Video Location Timestamp 4:23. [3] - Video Location Timestamp 0:40. [4] - Video Location Timestamp 2:45. [5] - Video Location Timestamp 3:11. [6] - Video Location Timestamp 4:10. [7] - Video Location Timestamp 0:53. [8] - Video Location Timestamp 6:49.,ok_loc_list
Soul of a Nameless Soldier,ITEMS,Souls,https://darksouls.wiki.fextralife.com/Soul+of+a+Nameless+Soldier,/Soul+of+a+Nameless+Soldier,"Soul of a nameless Undead soldier who has long ago gone Hollow. Use to acquire many souls.Souls are the source of all life, and whether Undead, or even Hollow, one continues to seek them.",ok_blockquote,[1] - Video Location Timestamp 1:27. [2] - Video Location Timestamp 3:57. [3] - Video Location Timestamp 6:32. [4] - Video Location Timestamp 8:17. [5] - Video Location Timestamp 13:30. [6] - Video Location Timestamp 3:08.,ok_loc_list
Soul of a Proud Knight,ITEMS,Souls,https://darksouls.wiki.fextralife.com/Soul+of+a+Proud+Knight,/Soul+of+a+Proud+Knight,"Soul of a proud Undead knight who has long ago gone Hollow Use to acquire many souls.Souls are the source of all life, and whether Undead, or even Hollow, one continues to seek them.",ok_blockquote,[1] - Video Location Timestamp 0:40. [2] - Video Location Timestamp 4:36. [3] - Video Location Timestamp 4:46. [4] - Video Location Timestamp 6:13. [5] - Video Location Timestamp 14:20. [6] - Video Location Timestamp 4:29. [7] - Video Location Timestamp 1:16. [8] - Video Location Timestamp 5:00. [9] - Video Location Timestamp 12:20. [10] - Video Location Timestamp 13:18. [11] - Video Location Timestamp 13:25. [12] - Video Location Timestamp 17:58. [13] - Video Location Timestamp 13:26. [14] - Video Location Timestamp 2:17. [15] - Video Location Timestamp 2:52. [16] - Video Location Timestamp 22:54. [17] - Video Location Timestamp 23:16. [18] - Video Location Timestamp 23:18. [19] - Video Location Timestamp 28:29.,ok_loc_list
Soul of the Moonlight Butterfly,ITEMS,Souls,https://darksouls.wiki.fextralife.com/Soul+of+the+Moonlight+Butterfly,/Soul+of+the+Moonlight+Butterfly,"Soul of the mystical Moonlight Butterfly, which flitters in the Darkroot Garden. Special beings have special souls. The butterfly's soul is a creation of Seath the Scaleless. Use to acquire a huge amount of souls, or to create a unique weapon.",ok_blockquote,[1] - Obtained by killing the Moonlight Butterfly. (Guaranteed - Darkroot Garden). [2] - Note: the Crystal Butterflies in Crystal Cave do not drop boss souls. [3] - Video Location Timestamp 7:15.,ok_loc_list
Binoculars,ITEMS,Tools,https://darksouls.wiki.fextralife.com/Binoculars,/Binoculars,"Binoculars made of Brass. Use to peer at distant scenery.This advanced device was built by a famous craftsman of Astora. Its utility is singular, but its applications many.The value of these specs depends greatly on the imagination of their owner",ok_blockquote,"[1] - In the Graveyard by Firelink Shrine. Keep right, along the mountain wall, located on a cliff edge just after 3 skeletons and 1 giant skeleton encounter. [2] - Only one of this item can be carried at a time, so place it in the Bottomless Box before picking up another. [3] - Video Location Timestamp 2:16.",ok_loc_list
Black Eye Orb,ITEMS,Tools,https://darksouls.wiki.fextralife.com/Black+Eye+Orb,/Black+Eye+Orb,"Mystical orb found on a Keeper's corpse.Invade the world of the murderer of a Fire Keeper, to defeat the perpetrator and reclaim the soul of the Fire Keeper.The Black Eye keeps constant watch on the city of the Gods, Anor Londo",ok_blockquote,[1] - Found on corpse beneath the bonfire in Firelink Shrine.,ok_loc_list
Darksign,ITEMS,Tools,https://darksouls.wiki.fextralife.com/Darksign,/Darksign,"The Darksign signifies an accursed Undead. Those branded with it are reborn after death, but will one day lose their mind and go hollow.Death triggers the Darksign, which returns its bearer to the last bonfire rested at, but at the cost of all humanity and souls.",ok_blockquote,[1] - Available from game start.,ok_loc_list
Dragon Head Stone,ITEMS,Tools,https://darksouls.wiki.fextralife.com/Dragon+Head+Stone,/Dragon+Head+Stone,"Stone imbued with the power of dragons. Rite of apostles of the ancient dragons. Gain head of dragon. Emit dragon breath.The dragon apostles seek ascendence of life itself, attainable by transformation into an ancient dragon.This rite is only one step, but it cannot be reversed until death",ok_blockquote,[1] - Gift from joining Path of the Dragon.,ok_loc_list
Dragon Torso Stone,ITEMS,Tools,https://darksouls.wiki.fextralife.com/Dragon+Torso+Stone,/Dragon+Torso+Stone,"Stone imbued with the power of the dragons. Rite of apostles of the ancient dragons. Gain torso of dragon. Roar like a dragon.The dragon apostles seek transcendence of life itself, attainable by transformation into an ancient dragon. This rite is only one step, but it cannot be reversed until death",ok_blockquote,[1] - Offer 30 Dragon Scales to the Everlasting Dragon.,ok_loc_list
Silver Pendant,ITEMS,Tools,https://darksouls.wiki.fextralife.com/Silver+Pendant,/Silver+Pendant,"""One of the ancient treasures of Anor Londo. Presented to Artorias for facing the Abyss.Effectively deflects the Dark of the Abyss, especially in its magic forms.""",ok_blockquote,"[1] - Found in a chest, inside a hidden room in Oolacile Township. Use a light-source ( Cast Light spell, Skull Lantern and Sunlight Maggot confirmed) to reveal an illusory wall to access the room. [2] - Video Location Timestamp 3:18.",ok_loc_list
Skull Lantern,ITEMS,Tools,https://darksouls.wiki.fextralife.com/Skull+Lantern,/Skull+Lantern,"Skull Lantern of the Catacombs necromancer. Droops from his long beard locks. This lantern alights the Tomb of the Giants, Nito's light-devouring domain of death. Also serves as a fire damage strike weapon.",ok_blockquote,"[1] - Rare drop (2%) from necromancers killed in the Catacombs. [2] - Found as a treasure in the Tomb of Giants, in the pit close to the first bonfire. This is the same pit that holds Patches' 'treasure.'. [3] - Video Location Timestamp 9:16.",ok_loc_list
Copper Coin,ITEMS,Unequippable,https://darksouls.wiki.fextralife.com/Copper+Coin,/Copper+Coin,"Coin made of copper. Its face shows an image of Old Man McLoyf, god of medicine and drink.Even coins of great value in the world of men have little value in Lordran, where the accepted currency is souls.Those who dream of returning to the outside world are fond of carrying these around",ok_blockquote,"[1] - Talk to Petrus of Thorolund a couple times before Reah arrives and he will give you one. [2] - Drops from Vagrants, specifically the Red Good Vagrant. (Depths, Undead Burg, Undead Parish, Painted World of Ariamis, Darkroot Garden, Darkroot Basin, The Catacombs, Tomb of Giants, The Great Hollow, Ash Lake, Demon Ruins, Lost Izalith, Sen's Fortress, Blighttown, Anor Londo, New Londo Ruins Lower, New Londo Ruins Upper, The Duke's Archives, Crystal Cave, Northern Undead Asylum, Kiln of the First Flame and Royal Wood)\.",ok_loc_list
Gold Coin,ITEMS,Unequippable,https://darksouls.wiki.fextralife.com/Gold+Coin,/Gold+Coin,"Coin made of gold, with Allfather Lloyd and his white halo shown on its face.Even coins of great value in the world of men have little value in Lordran, where the accepted currency is souls.Those who dream of returning to the outside world are fond of carrying these around.",ok_blockquote,"[1] - Drops from Mimic. (100% Chance - Sen's Fortress, Anor Londo, The Duke's Archives and Oolacile Township). [2] - Can be found in the Painted World of Ariamis hidden under some barrels near a ladder when coming up a building full of albino rats. [3] - Found on a corpse in Royal Wood, near three unaggressive Treant Gardeners (they will become hostile if you will loot the corpse). [4] - Drops from Vagrants, specifically the Red Good Vagrant. (Depths, Undead Burg, Undead Parish, Painted World of Ariamis, Darkroot Garden, Darkroot Basin, The Catacombs, Tomb of Giants, The Great Hollow, Ash Lake, Demon Ruins, Lost Izalith, Sen's Fortress, Blighttown, Anor Londo, New Londo Ruins Lower, New Londo Ruins Upper, The Duke's Archives, Crystal Cave, Northern Undead Asylum, Kiln of the First Flame and Royal Wood). [5] - Video Location Timestamp 17:51. [6] - Video Location Timestamp 12:16. [7] - Video Location Timestamp 19:45.",ok_loc_list
Pendant,ITEMS,Unequippable,https://darksouls.wiki.fextralife.com/Pendant,/Pendant,"A simple pendant with no effect. Even so, pleasant memories are crucial to survival on arduous journeys.""",ok_blockquote,"[1] - Can be selected as a gift upon character creation. [2] - Can be found at the altar of the Undead Parish, late in the game, if you let Petrus kill Reah. [3] - Random reward for killing a host when invading through the Cat Covenant Ring in the Darkroot Garden.",ok_loc_list
Rubbish,ITEMS,Unequippable,https://darksouls.wiki.fextralife.com/Rubbish,/Rubbish,Rubbish with no value.Who in their right mind would bother carrying this around? Perhaps you need help.,ok_blockquote,"[1] - Treasure, found by dropping down to the lower area, right in front of the first fog door in Undead Burg. [2] - Possible reward from forest hunter covenant when a successful invasion has been completed. [3] - Possible starting item. [4] - Video Location Timestamp 5:08.",ok_loc_list
Silver Coin,ITEMS,Unequippable,https://darksouls.wiki.fextralife.com/Silver+Coin,/Silver+Coin,"Coin made of silver, with the portrait of the legendary Knight King Rendal on its face.Even coins of great value in the world of men have little value in Lordran, where the accepted currency is souls.Those who dream of returning to the outside world are fond of carrying these around",ok_blockquote,"[1] - Drops 5 pieces from Mimic. (100% Chance - Sen's Fortress, Anor Londo, The Duke's Archives and Oolacile Township). [2] - Drops from Vagrants, specifically the Red Good Vagrant. (Depths, Undead Burg, Undead Parish, Painted World of Ariamis, Darkroot Garden, Darkroot Basin, The Catacombs, Tomb of Giants, The Great Hollow, Ash Lake, Demon Ruins, Lost Izalith, Sen's Fortress, Blighttown, Anor Londo, New Londo Ruins Lower, New Londo Ruins Upper, The Duke's Archives, Crystal Cave, Northern Undead Asylum, Kiln of the First Flame and Royal Wood).",ok_loc_list
Bountiful Sunlight,MAGIC,Miracles,https://darksouls.wiki.fextralife.com/Bountiful+Sunlight,/Bountiful+Sunlight,"Special miracle granted to the maidens of Gwynevere, Princess of the Sun. Gradual HP restoration for self and vicinity.The miracles of Gwynevere, the princess cherished by all, grant their blessing to a great many warriors.",ok_blockquote,[1] - Drops from Pisaca (Guaranteed - The Duke's Archives). [2] - Video Location Timestamp 13:36.,ok_loc_list
Darkmoon Blade,MAGIC,Miracles,https://darksouls.wiki.fextralife.com/Darkmoon+Blade,/Darkmoon+Blade,"Miracle granted to those bound by covenant to Gwyndolin, Lord Gwyn's lastborn. Boost right weapon with rays of Darkmoon. The power of the rays of the Darkmoon are manifested in vengeance, and the deeper the animus, the more devastating the attack.",ok_blockquote,"[1] - Offer 10 souvenirs of reprisal to Gwyndolin to Rank up in the Darkmoon Covenant. As for covenant item, you can have it only once per character.",ok_loc_list
Emit Force,MAGIC,Miracles,https://darksouls.wiki.fextralife.com/Emit+Force,/Emit+Force,"Outland miracle, foreign to the Way of White. Emit Shockwave.Considered an alternative branching of Force. Emits an expanding shockwave orb.",ok_blockquote,"[1] - Gift from Siegmeyer of Catarina in Firelink Shrine, for helping him in Anor Londo.",ok_loc_list
Escape Death,MAGIC,Miracles,https://darksouls.wiki.fextralife.com/Escape+Death,/Escape+Death,"Lost miracle, foreign to the Way of White. While active, no losses incurred upon death.The Way of White recognizes death itself, but admonishes the Undead. It is for this very reason that this miracle was lost..",ok_blockquote,"[1] - This miracle cannot be acquired in-game, but data exists for Escape Death deep within the game's code.",ok_loc_list
Force,MAGIC,Miracles,https://darksouls.wiki.fextralife.com/Force,/Force,"Common miracle among cleric knights. Create shockwave.This quickly-acting miracle inflicts no damage, but propels foes back and defends against arrows. Cleric knights use this miracle when charging into enemy mobs.",ok_blockquote,"[1] - Sold by Petrus of Thorolund for 4,000 Souls. [2] - Sold by Reah of Thorolund for 1,000 Souls.",ok_loc_list
Gravelord Greatsword Dance,MAGIC,Miracles,https://darksouls.wiki.fextralife.com/Gravelord+Greatsword+Dance,/Gravelord+Greatsword+Dance,"Miracle known only by the servants of the first dead, Gravelord Nito. Giant Gravelord swords jut out in vicinity.Many have died, and many eyes were claimed to realize the Greatsword Dance, a Gravelord ritual known only by his closest servants.",ok_blockquote,[1] - Obtained by reaching Rank 1 in the Gravelord Servant covenant. You can obtain this spell only once per character.,ok_loc_list
Gravelord Sword Dance,MAGIC,Miracles,https://darksouls.wiki.fextralife.com/Gravelord+Sword+Dance,/Gravelord+Sword+Dance,"Miracle known only by the servants of the first dead, Gravelord Nito. Giant Gravelord swords jut out in vicinity.Nito sleeps deep within the Giant Catacombs, quietly overseeing all death, and waiting for his servants to usher in the Eye of Death.",ok_blockquote,"[1] - Recieved upon joining the Gravelord Servant Covenant. As for covenant item, you can have it only once per character. [2] - Video Location Timestamp 3:47.",ok_loc_list
Great Heal,MAGIC,Miracles,https://darksouls.wiki.fextralife.com/Great+Heal,/Great+Heal,"Great miracle cast by advanced clerics. Restores high HP.Great Heal is a long tale, only learned by a select few. No caster will be disappointed by the bountiful life that it yields.",ok_blockquote,[1] - Sold by Reah of Thorolund.,ok_loc_list
Great Heal Excerpt,MAGIC,Miracles,https://darksouls.wiki.fextralife.com/Great+Heal+Excerpt,/Great+Heal+Excerpt,"Great miracle cast by advanced clerics. Restores high HP.Great Heal Excerpt borrows from only several verses of Great Heal. As a result, it can only be cast a stark few times.",ok_blockquote,"[1] - Sold by Petrus or Thorolund for 10,000 Souls. [2] - Sold by Patches the Hyena for 10,000 Souls. [3] - Sold by Reah of Thorolund for 2,000 Souls.",ok_loc_list
Great Lightning Spear,MAGIC,Miracles,https://darksouls.wiki.fextralife.com/Great+Lightning+Spear,/Great+Lightning+Spear,"Miracle passed down by those bound by the Warrior of Sunlight covenant. Hurl giant lightning spear.The weapon of the God of War, who inherited the sunlight of Lord Gwyn, but had respect only for arms, and nothing else.",ok_blockquote,"[1] - Gift upon reaching rank 1 in the Warrior of Sunlight Covenant. As a covenant item, you can have it only once per character. [2] - Covenant Related. Offer 10 Sunlight Medals.",ok_loc_list
Great Magic Barrier,MAGIC,Miracles,https://darksouls.wiki.fextralife.com/Great+Magic+Barrier,/Great+Magic+Barrier,"Miracle of Bishop Havel the Rock. Cover body in powerful def. magic coating.Havel the Rock, an old battlefield compatriot of Lord Gwyn, was the sworn enemy of Seath the Scaleless. He despised magic, and made certain to devise means of counteraction.",ok_blockquote,"[1] - Ash Lake: in the tree with the Basilisks, accessed from a hollow branch on the outside. [2] - Video Location Timestamp 4:39.",ok_loc_list
Heal,MAGIC,Miracles,https://darksouls.wiki.fextralife.com/Heal,/Heal,"Elementary miracle cast by clerics. Restores HP.To cast a miracle, the caster learns a tale of the Gods, and says a prayer to be blessed by its revelations.Heal is the shortest of such miraculous tales.",ok_blockquote,"[1] - Sold by Petrus of Thorolund for 4,000 Souls. [2] - Sold by Reah of Thorolund for 1,000 Souls. [3] - Sold by Patches the Hyena for 5,000 Souls.",ok_loc_list
Homeward,MAGIC,Miracles,https://darksouls.wiki.fextralife.com/Homeward,/Homeward,"Great miracle cast by advanced clerics. Return to the last bonfire rested at.Would normally link to one's homeland, only the curse of the Undead has distorted its power, redirecting casters to a bonfire.Or perhaps for Undead, this serves as home?",ok_blockquote,"[1] - Sold by Petrus of Thorolund for 8,000 Souls. [2] - Sold by Reah of Thorolund for 1,000 Souls.",ok_loc_list
Karmic Justice,MAGIC,Miracles,https://darksouls.wiki.fextralife.com/Karmic+Justice,/Karmic+Justice,"Miracle of the black-haired witch Velka. Temporary auto counter vs. heavy damage.For each sin there is a punishment, and it is the task of Goddess Velka to define the sin, and mete out the punishment.",ok_blockquote,[1] - Sold by Oswald of Carim in the Undead Parish.,ok_loc_list
Lightning Spear,MAGIC,Miracles,https://darksouls.wiki.fextralife.com/Lightning+Spear,/Lightning+Spear,"Miracle passed down to those bound by the Warrior of Sunlight covenant. Hurl lightning spear.Lightning spears inflict rare lightning damage, and are very effective against magic, fire, and most of all, dragons.",ok_blockquote,"[1] - Gift upon joining the Warrior of Sunlight Covenant. As for covenant item, you can have it only once per character. [2] - Video Location Timestamp 10:01.",ok_loc_list
Magic Barrier,MAGIC,Miracles,https://darksouls.wiki.fextralife.com/Magic+Barrier,/Magic+Barrier,"Miracle of Bishop Havel the Rock. Cover body in defensive magic coating.This coating greatly boosts magic defense, assisting warriors who must face the magic which Bishop Havel countered so proficiently.",ok_blockquote,"[1] - Sold by Reah of Thorolund for 6,000 souls.",ok_loc_list
Replenishment,MAGIC,Miracles,https://darksouls.wiki.fextralife.com/Replenishment,/Replenishment,"Common miracle amongst cleric knights. Gradual HP restoration.Beware of the cleric knight blessed by Replenishment, for he shall not fall easily.",ok_blockquote,[1] - Received from Reah of Thorolund after rescuing her from the two hollows in the Tomb of the Giants.,ok_loc_list
Seek Guidance,MAGIC,Miracles,https://darksouls.wiki.fextralife.com/Seek+Guidance,/Seek+Guidance,"Miracle of clerics on an Undead mission. Display more guidance from other worlds.Guidance facilitates communication between Undead, but their value varies greatly. A balance of faith and wisdom is required.",ok_blockquote,"[1] - Sold by Petrus of Thorolund for 2,000 souls. [2] - Sold by Reah of Thorolund for 500 souls.",ok_loc_list
Soothing Sunlight,MAGIC,Miracles,https://darksouls.wiki.fextralife.com/Soothing+Sunlight,/Soothing+Sunlight,"Special miracle granted to the maidens of Gwynevere, Princess of the Sun. Restores high HP for self and vicinity.The miracles of Gwynevere, the princess cherished by all, grant their blessing to a great many warriors.",ok_blockquote,[1] - Drops from Pisaca (Guaranteed - The Duke's Archives). [2] - Video Location Timestamp 13:33.,ok_loc_list
Sunlight Blade,MAGIC,Miracles,https://darksouls.wiki.fextralife.com/Sunlight+Blade,/Sunlight+Blade,"Miracle wielded by Lord Gwyn's firstborn. Boost right weapon with rays of Sun.The power of sunlight, manifested as lightning, is very effective against dragons. When the eldest son was stripped of his deific status, he left this on his father's coffin, perhaps as a final farewell.",ok_blockquote,[1] - Darkmoon Tomb: go through the fog door to face Gwyndolin. Kill him and proceed to the next room to find this miracle in a chest. [2] - Be aware that going through the fog door breaks the Darkmoon covenant. Do not go through if you intend on being part of this covenant. This will also turn the Anor Londo Firekeeper hostile toward you.,ok_loc_list
Sunlight Spear,MAGIC,Miracles,https://darksouls.wiki.fextralife.com/Sunlight+Spear,/Sunlight+Spear,"Miracle born from the fading soul of Gwyn. Hurl sunlight spear.In the war that marked the dawn of the Age of Fire, Gwyn wielded these rays of sunlight, which remains fierce even as they fade.",ok_blockquote,"[1] - Attain Warrior of Sunlight +1 and offer Soul of Gwyn, Lord of Cinder at Sunlight Altar.",ok_loc_list
Tranquil Walk of Peace,MAGIC,Miracles,https://darksouls.wiki.fextralife.com/Tranquil+Walk+of+Peace,/Tranquil+Walk+of+Peace,"Outland miracle, foreign to the Way of White. Slows all walking within effect area.This miracle is normally used to flee, as it slows walking but does not affect attacks, but nevertheless defines peace perfectly.",ok_blockquote,"[1] - Catacombs - From the second bonfire, go across the bridge to the spiral tower with two skeletons. There's a breakable wall with a big skeleton behind it. Go through a hole on the right side of the room and follow it up until you get to a necromancer. There's an easily missable ladder to your right, past the doorway. The miracle is at the top of the ladder.Detailed Guide can be found here, as the miracle is on the way. [2] - Video Location Timestamp 22:46.",ok_loc_list
Vow of Silence,MAGIC,Miracles,https://darksouls.wiki.fextralife.com/Vow+of+Silence,/Vow+of+Silence,"Secret rite of the black-haired witch Velka. Prevents casting of magic within effect area.Velka, the Goddess of Sin, is a rogue deity, but she is versed in arts both new and old, and is considered to have a great range of influence even as gods are concerned.",ok_blockquote,"[1] - Painted World of Ariamis. On top of the square tower above the church, accessed by the Annex Key. [2] - Video Location Timestamp 16:50.",ok_loc_list
Wrath of the Gods,MAGIC,Miracles,https://darksouls.wiki.fextralife.com/Wrath+of+the+Gods,/Wrath+of+the+Gods,Primal form of Force. Create powerful shockwave.Wrath of the Gods was an epic tale that tattered over time and developed into the modern Force. This primal form of Force emits a shockwave that also inflicts damage.,ok_blockquote,"[1] - Sold by Reah of Thorolund for 10,000 Souls.",ok_loc_list
Acid Surge,MAGIC,Pyromancies,https://darksouls.wiki.fextralife.com/Acid+Surge,/Acid+Surge,"Pyromancy foreign to the Great Swamp. Emit acid which corrodes weapons and armor.Not all pyromancy originates in the Great Swamp. One hears rumors of unknown pyromancers inhabiting various lands, and this spell is the work of one such outlander.",ok_blockquote,"[1] - Near the edge of the cliff in the Painted World of Ariamis. In the graveyard area, to the right side of the stairs, as you enter. [2] - Video Location Timestamp 23:46.",ok_loc_list
Black Flame,MAGIC,Pyromancies,https://darksouls.wiki.fextralife.com/Black+Flame,/Black+Flame,A Pyromancy discovered from the Dark Abyss by a pyromancer who wandered into Oolacile. Conjure a great flame into one's palm.Black Flames are weighty and cause Physical damage. Enough to smack away the mightiest of shields.,ok_blockquote,[1] - Found on a corpse in the Chasm of the Abyss. (PTDE and Remastered only).,ok_loc_list
Chaos Fire Whip,MAGIC,Pyromancies,https://darksouls.wiki.fextralife.com/Chaos+Fire+Whip,/Chaos+Fire+Whip,"Art of the Flame of Chaos, which engulfed the Witch of Izalith and her daughters.Sweep foes with chaos fire whip which changes strength depending on humanity.The fire whip was wielded by the eldest of the Daughters of Chaos.",ok_blockquote,"[1] - Chest in Lost Izalith, guarded by a Chaos Eater, by the entrance to Bed of Chaos. [2] - Video Location Timestamp 16:30.",ok_loc_list
Chaos Storm,MAGIC,Pyromancies,https://darksouls.wiki.fextralife.com/Chaos+Storm,/Chaos+Storm,"Art of the Flame of Chaos, which engulfed the Witch of Izalith and her daughters.Erect localized chaos fire pillars which change strength depending on humanity.The Witch of Izalith, in an ambitious attempt to copy the First Flame, created instead the Flame of Chaos, a twisted bed of life.",ok_blockquote,[1] - Rank 2 in Chaos Covenant (30 humanities total).,ok_loc_list
Combustion,MAGIC,Pyromancies,https://darksouls.wiki.fextralife.com/Combustion,/Combustion,"Elementary pyromancy. Create powerful flame in hand.One of the most basic pyromancies. For this very reason, the flame thus created is fierce.",ok_blockquote,[1] - Laurentius at the Firelink Shrine after saving him in The Depths. [2] - Quelana (The Swamp in Blighttown).,ok_loc_list
Fire Orb,MAGIC,Pyromancies,https://darksouls.wiki.fextralife.com/Fire+Orb,/Fire+Orb,"Pyromancy which improves upon Fireball. Hurl fire orb.The flaming fire orb explodes upon impact, causing fire splash damage in a spectacle which seems to symbolize the strength of the fire-manipulating pyromancers.",ok_blockquote,"[1] - Sold by Laurentius at the Firelink Shrine after saving him in The Depths for 8,000 souls. [2] - Sold by Quelana (The Swamp in Blighttown) for 8,000 souls.",ok_loc_list
Fire Surge,MAGIC,Pyromancies,https://darksouls.wiki.fextralife.com/Fire+Surge,/Fire+Surge,"Pyromancy foreign to the Great Swamp. Create a surge of flame from palm of hand.Not all pyromancy originates in the Great Swamp. One hears rumors of unknown pyromancers inhabiting various lands, and this spell is the work of one such outlander.",ok_blockquote,[1] - Located in Painted World of Ariamis. Dropped from the Bloated Dredge which can be found by either dropping through the well in the main courtyard or going through the invisible walls via the basement where the Annex Key is also found. [2] - Video Location Timestamp 25:27.,ok_loc_list
Fire Tempest,MAGIC,Pyromancies,https://darksouls.wiki.fextralife.com/Fire+Tempest,/Fire+Tempest,Primal pyromancy of Quelana of Izalith. Erect giant fire pillars in vicinity.The tempestuous raging flames resemble those summoned by the Daughters of Chaos when they challenged the ancient dragons and scorched the very earth.,ok_blockquote,[1] - Quelana gives it to you after finishing her favor. She will also drop it if killed.,ok_loc_list
Fire Whip,MAGIC,Pyromancies,https://darksouls.wiki.fextralife.com/Fire+Whip,/Fire+Whip,"Primal pyromancy taught by Quelana of Izalith. Sweep foes with fire whip.The root pyromancy of Combustion, but much more difficult to wield.",ok_blockquote,[1] - Quelana (The Swamp in Blighttown).,ok_loc_list
Fireball,MAGIC,Pyromancies,https://darksouls.wiki.fextralife.com/Fireball,/Fireball,"Standard pyromancy of the Great Swamp. Hurl fireball.The fire damage caused by fireballs makes them effective against corporeal beasts and Undead, who by nature fear flame.",ok_blockquote,[1] - The Pyromancer starts with this spell when the class is chosen at the start of the game. [2] - Laurentius at the Firelink Shrine after saving him in The Depths. [3] - Quelana (The Swamp in Blighttown).,ok_loc_list
Firestorm,MAGIC,Pyromancies,https://darksouls.wiki.fextralife.com/Firestorm,/Firestorm,"Primal pyromancy taught by Quelana of Izalith. Erect fire pillars in vicinity.The storm of flame is indiscriminate, and incinerates all nearby life.",ok_blockquote,[1] - Quelana (The Swamp in Blighttown).,ok_loc_list
Flash Sweat,MAGIC,Pyromancies,https://darksouls.wiki.fextralife.com/Flash+Sweat,/Flash+Sweat,"Pyromancy of Carmina, who harnessed the power of flame to actualize the inner-self. Intense sweating reduces flame damage.Carmina, the most accomplished pupil of Salaman the Master Pyromancer, pioneered new directions for the art of pyromancy.",ok_blockquote,[1] - Laurentius at the Firelink Shrine after saving him in The Depths.,ok_loc_list
Great Chaos Fireball,MAGIC,Pyromancies,https://darksouls.wiki.fextralife.com/Great+Chaos+Fireball,/Great+Chaos+Fireball,"Art of the Flame of Chaos, which engulfed the Witch of Izalith and her daughters.The Flame of Chaos can melt stone, producing a short-lived lava glob.",ok_blockquote,[1] - Joining Chaos Covenant (Corrupted Fire Keeper after Quelaag).,ok_loc_list
